,HOUSE_TYPE,NEIGHBORHOOD,GROSS_AREA,NET_AREA,NUMBER_OF_ROOMS,AGE_OF_BUİLDİNG,FLOOR_LOCATION,TOTALNUMBER_OF_FLOORS,TYPE_OF_HEATING,NUMBER_OF_BATHROOMS,IS_THERE_BALCONY,IS_IT_FURNISHED,WHO_IS_AT_HOME,ON_BUILDINGS,NAME_OF_BUILDINGS,DUES,AVAILABLE_FOR_CREDIT,TITLE_DEED,WHO_IS_THE_SELLER,IS_IT_VIEWABLE,PRICE,NEW_IS_IT_TWOPLY
710,Daire,Adnan Kahveci Mah.,150.0,140.0,3+1,0,3,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1850000,Hayır
711,Daire,Sahil Mah.,110.0,100.0,2+1,0,3,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2500000,Hayır
712,Daire,Kavaklı Mh.,150.0,130.0,4+1,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Sahibinden,Evet,2750000,Hayır
713,Daire,Kavaklı Mh.,85.0,75.0,2+1,1,Yüksek Giriş,3,Doğalgaz (Kombi),1,Yok,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1500000,Hayır
714,Daire,Adnan Kahveci Mah.,125.0,95.0,2+1,5-10 arası,3,4,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1880000,Hayır
715,Daire,Cumhuriyet Mah.,120.0,110.0,2+1,1,3,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,970000,Hayır
716,Daire,Yakuplu Mah.,145.0,115.0,3+1,0,8,14,Merkezi,2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3915000,Hayır
717,Daire,Sahil Mah.,160.0,140.0,3+1,4,3,3,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Hayır,Kat İrtifaklı,Emlak Ofisinden,Hayır,5250000,Hayır
718,Daire,Adnan Kahveci Mah.,145.0,110.0,3+1,11-15 arası,4,8,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Akkonak Sitesi,255.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,2250000,Hayır
719,Daire,Kavaklı Mh.,135.0,125.0,4+2,0,3,3,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Hayır,4149000,Evet
720,Daire,Marmara Mah.,120.0,115.0,2+1,0,1,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,50.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2849000,Hayır
721,Daire,Yakuplu Mah.,175.0,165.0,4+2,0,4,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2999000,Evet
722,Daire,Adnan Kahveci Mah.,180.0,165.0,3+1,16-20 arası,7,11,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,3300000,Hayır
723,Daire,Yakuplu Mah.,95.0,85.0,2+1,0,Yüksek Giriş,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1690000,Hayır
724,Daire,Barış Mh.,220.0,185.0,3.5+1,5-10 arası,2,12,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Beyaz City,755.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,5120000,Hayır
725,Daire,Yakuplu Mah.,100.0,90.0,2+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1550000,Hayır
726,Daire,Cumhuriyet Mah.,80.0,70.0,1+1,0,5,10,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,255.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,1180000,Hayır
727,Daire,Adnan Kahveci Mah.,110.0,100.0,2+1,4,Giriş Katı,5,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,2395000,Hayır
728,Daire,Yakuplu Mah.,110.0,100.0,2+1,0,Giriş Katı,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1248000,Hayır
729,Daire,Gürpınar Mh.,130.0,105.0,3+1,0,1,5,Rare,2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Evet,2750000,Hayır
730,Daire,Yakuplu Mah.,145.0,135.0,2+1,1,4,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1000000,Hayır
731,Daire,Cumhuriyet Mah.,145.0,135.0,2+1,0,1,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1150000,Hayır
732,Daire,Yakuplu Mah.,90.0,75.0,2+1,5-10 arası,Giriş Katı,4,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,1100000,Hayır
733,Daire,Kavaklı Mh.,108.0,93.0,2+1,5-10 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1929000,Hayır
734,Daire,Kavaklı Mh.,152.0,120.0,4+2,0,4,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,3950000,Evet
735,Daire,Marmara Mah.,145.0,120.0,3+1,11-15 arası,1,8,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Beylerbeyi Konutları,100.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,3000000,Hayır
736,Daire,Adnan Kahveci Mah.,170.0,145.0,3+1,11-15 arası,Yüksek Giriş,15,Doğalgaz (Kombi),2,Yok,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,2500000,Hayır
737,Daire,Kavaklı Mh.,125.0,115.0,2+1,5-10 arası,1,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2450000,Hayır
738,Daire,Adnan Kahveci Mah.,150.0,120.0,2+1,5-10 arası,2,7,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,4450000,Hayır
739,Daire,Dereağzı Mh.,155.0,135.0,3+1,5-10 arası,4,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,2500000,Hayır
740,Daire,Adnan Kahveci Mah.,115.0,100.0,2+1,4,2,5,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,255.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2250000,Hayır
742,Daire,Kavaklı Mh.,90.0,80.0,2+1,5-10 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,1590000,Hayır
743,Daire,Marmara Mah.,170.0,155.0,3+1,3,2,10,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Konfor Residence,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,3450000,Hayır
745,Residence,Barış Mh.,150.0,135.0,2+1,11-15 arası,2,13,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,221.01444244384766,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3700000,Hayır
747,Residence,Cumhuriyet Mah.,110.0,85.0,1+1,5-10 arası,6,15,Merkezi,1,Var,Evet,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1550000,Hayır
748,Residence,Büyükşehir Mh.,105.0,85.0,2+1,11-15 arası,4,9,Doğalgaz (Kombi),2,Yok,Hayır,Mülk Sahibi,Evet,Ekinoks Residence,990.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3300000,Hayır
749,Residence,Yakuplu Mah.,136.0,112.0,2+1,0,7,25 üzeri,Merkezi,2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Evet,4450000,Hayır
750,Residence,Cumhuriyet Mah.,193.0,143.0,3+1,0,16,20-25 arası,Merkezi,1,Var,Hayır,Boş,Evet,Kameroğlu Metrohome,255.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,7350000,Hayır
751,Residence,Cumhuriyet Mah.,125.0,110.0,2+1,2,9,10,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,1750000,Hayır
754,Müstakil Ev,Sahil Mah.,330.0,288.0,HIGH_RARITY,16-20 arası,4,4,Doğalgaz (Kombi),3,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Evet,7500000,Evet
757,Villa,Dereağzı Mh.,700.0,350.0,HIGH_RARITY,0,3,3,Doğalgaz (Kombi),HIGH_RARITY,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,5832000,Evet
760,Villa,Kavaklı Mh.,270.0,210.0,HIGH_RARITY,0,3,3,Doğalgaz (Kombi),3,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,5850000,Evet
783,Villa,Sahil Mah.,400.0,350.0,HIGH_RARITY,0,3,3,Doğalgaz (Kombi),HIGH_RARITY,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,7499000,Evet
785,Villa,Dereağzı Mh.,320.0,300.0,HIGH_RARITY,16-20 arası,3,3,Doğalgaz (Kombi),3,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,5300000,Hayır
792,villa_or_müstakil_ev,Gürpınar Mh.,450.0,350.0,HIGH_RARITY,0,2,2,Doğalgaz (Kombi),3,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,7490000,Evet
795,Villa,Dereağzı Mh.,235.0,180.0,3+2,26-30 arası,3,3,Doğalgaz (Kombi),HIGH_RARITY,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,3500000,Evet
797,Villa,Gürpınar Mh.,400.0,350.0,HIGH_RARITY,16-20 arası,3,3,Doğalgaz (Kombi),3,Var,Hayır,Boş,Evet,Sultan Fatih Sitesi,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,4900000,Hayır
801,Villa,Sahil Mah.,330.0,270.0,HIGH_RARITY,0,4,4,Doğalgaz (Kombi),HIGH_RARITY,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,7499000,Evet
803,villa_or_müstakil_ev,Kavaklı Mh.,295.0,230.0,4+2,0,2,2,Doğalgaz (Kombi),3,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,6250000,Evet
806,Villa,Gürpınar Mh.,200.0,180.0,4+2,16-20 arası,3,3,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,7500000,Evet
807,Villa,Gürpınar Mh.,220.0,210.0,3+1,16-20 arası,3,3,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,6200000,Hayır
